REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,VALUE
GLOBAL,PWRBIOARGXX,BIOARGXX,1,2023,2.67
GLOBAL,PWRBIOARGXX,BIOARGXX,1,2024,2.67
GLOBAL,PWRBIOARGXX,BIOARGXX,1,2025,2.67
GLOBAL,PWRBIOARGXX,BIOARGXX,1,2026,2.67
GLOBAL,PWRBIOARGXX,BIOARGXX,1,2027,2.67
GLOBAL,PWRBIOARGXX,BIOARGXX,1,2028,2.67
GLOBAL,PWRBIOARGXX,BIOARGXX,1,2029,2.67
GLOBAL,PWRBIOARGXX,BIOARGXX,1,2030,2.67
GLOBAL,PWRBIOARGXX,BIOARGXX,1,2031,2.67
GLOBAL,PWRBIOARGXX,BIOARGXX,1,2032,2.67
GLOBAL,PWRBIOARGXX,BIOARGXX,1,2033,2.67
GLOBAL,PWRBIOARGXX,BIOARGXX,1,2034,2.67
GLOBAL,PWRBIOARGXX,BIOARGXX,1,2035,2.67
GLOBAL,PWRBIOARGXX,BIOARGXX,1,2036,2.67
GLOBAL,PWRBIOARGXX,BIOARGXX,1,2037,2.67
GLOBAL,PWRBIOARGXX,BIOARGXX,1,2038,2.67
GLOBAL,PWRBIOARGXX,BIOARGXX,1,2039,2.67
GLOBAL,PWRBIOARGXX,BIOARGXX,1,2040,2.67
GLOBAL,PWRBIOARGXX,BIOARGXX,1,2041,2.67
GLOBAL,PWRBIOARGXX,BIOARGXX,1,2042,2.67
GLOBAL,PWRBIOARGXX,BIOARGXX,1,2043,2.67
GLOBAL,PWRBIOARGXX,BIOARGXX,1,2044,2.67
GLOBAL,PWRBIOARGXX,BIOARGXX,1,2045,2.67
GLOBAL,PWRBIOARGXX,BIOARGXX,1,2046,2.67
GLOBAL,PWRBIOARGXX,BIOARGXX,1,2047,2.67
GLOBAL,PWRBIOARGXX,BIOARGXX,1,2048,2.67
GLOBAL,PWRBIOARGXX,BIOARGXX,1,2049,2.67
GLOBAL,PWRBIOARGXX,BIOARGXX,1,2050,2.67
GLOBAL,PWRBIOBOLXX,BIOBOLXX,1,2023,2.75
GLOBAL,PWRBIOBOLXX,BIOBOLXX,1,2024,2.75
GLOBAL,PWRBIOBOLXX,BIOBOLXX,1,2025,2.75
GLOBAL,PWRBIOBOLXX,BIOBOLXX,1,2026,2.75
GLOBAL,PWRBIOBOLXX,BIOBOLXX,1,2027,2.75
GLOBAL,PWRBIOBOLXX,BIOBOLXX,1,2028,2.75
GLOBAL,PWRBIOBOLXX,BIOBOLXX,1,2029,2.75
GLOBAL,PWRBIOBOLXX,BIOBOLXX,1,2030,2.75
GLOBAL,PWRBIOBOLXX,BIOBOLXX,1,2031,2.75
GLOBAL,PWRBIOBOLXX,BIOBOLXX,1,2032,2.75
GLOBAL,PWRBIOBOLXX,BIOBOLXX,1,2033,2.75
GLOBAL,PWRBIOBOLXX,BIOBOLXX,1,2034,2.75
GLOBAL,PWRBIOBOLXX,BIOBOLXX,1,2035,2.75
GLOBAL,PWRBIOBOLXX,BIOBOLXX,1,2036,2.75
GLOBAL,PWRBIOBOLXX,BIOBOLXX,1,2037,2.75
GLOBAL,PWRBIOBOLXX,BIOBOLXX,1,2038,2.75
GLOBAL,PWRBIOBOLXX,BIOBOLXX,1,2039,2.75
GLOBAL,PWRBIOBOLXX,BIOBOLXX,1,2040,2.75
GLOBAL,PWRBIOBOLXX,BIOBOLXX,1,2041,2.75
GLOBAL,PWRBIOBOLXX,BIOBOLXX,1,2042,2.75
GLOBAL,PWRBIOBOLXX,BIOBOLXX,1,2043,2.75
GLOBAL,PWRBIOBOLXX,BIOBOLXX,1,2044,2.75
GLOBAL,PWRBIOBOLXX,BIOBOLXX,1,2045,2.75
GLOBAL,PWRBIOBOLXX,BIOBOLXX,1,2046,2.75
GLOBAL,PWRBIOBOLXX,BIOBOLXX,1,2047,2.75
GLOBAL,PWRBIOBOLXX,BIOBOLXX,1,2048,2.75
GLOBAL,PWRBIOBOLXX,BIOBOLXX,1,2049,2.75
GLOBAL,PWRBIOBOLXX,BIOBOLXX,1,2050,2.75
GLOBAL,PWRBIOBRAXX,BIOBRAXX,1,2023,3.768571428571428
GLOBAL,PWRBIOBRAXX,BIOBRAXX,1,2024,3.768571428571428
GLOBAL,PWRBIOBRAXX,BIOBRAXX,1,2025,3.768571428571428
GLOBAL,PWRBIOBRAXX,BIOBRAXX,1,2026,3.768571428571428
GLOBAL,PWRBIOBRAXX,BIOBRAXX,1,2027,3.768571428571428
GLOBAL,PWRBIOBRAXX,BIOBRAXX,1,2028,3.768571428571428
GLOBAL,PWRBIOBRAXX,BIOBRAXX,1,2029,3.768571428571428
GLOBAL,PWRBIOBRAXX,BIOBRAXX,1,2030,3.768571428571428
GLOBAL,PWRBIOBRAXX,BIOBRAXX,1,2031,3.768571428571428
GLOBAL,PWRBIOBRAXX,BIOBRAXX,1,2032,3.768571428571428
GLOBAL,PWRBIOBRAXX,BIOBRAXX,1,2033,3.768571428571428
GLOBAL,PWRBIOBRAXX,BIOBRAXX,1,2034,3.768571428571428
GLOBAL,PWRBIOBRAXX,BIOBRAXX,1,2035,3.768571428571428
GLOBAL,PWRBIOBRAXX,BIOBRAXX,1,2036,3.768571428571428
GLOBAL,PWRBIOBRAXX,BIOBRAXX,1,2037,3.768571428571428
GLOBAL,PWRBIOBRAXX,BIOBRAXX,1,2038,3.768571428571428
GLOBAL,PWRBIOBRAXX,BIOBRAXX,1,2039,3.768571428571428
GLOBAL,PWRBIOBRAXX,BIOBRAXX,1,2040,3.768571428571428
GLOBAL,PWRBIOBRAXX,BIOBRAXX,1,2041,3.768571428571428
GLOBAL,PWRBIOBRAXX,BIOBRAXX,1,2042,3.768571428571428
GLOBAL,PWRBIOBRAXX,BIOBRAXX,1,2043,3.768571428571428
GLOBAL,PWRBIOBRAXX,BIOBRAXX,1,2044,3.768571428571428
GLOBAL,PWRBIOBRAXX,BIOBRAXX,1,2045,3.768571428571428
GLOBAL,PWRBIOBRAXX,BIOBRAXX,1,2046,3.768571428571428
GLOBAL,PWRBIOBRAXX,BIOBRAXX,1,2047,3.768571428571428
GLOBAL,PWRBIOBRAXX,BIOBRAXX,1,2048,3.768571428571428
GLOBAL,PWRBIOBRAXX,BIOBRAXX,1,2049,3.768571428571428
GLOBAL,PWRBIOBRAXX,BIOBRAXX,1,2050,3.768571428571428
GLOBAL,PWRBIOBRBXX,BIOBRBXX,1,2023,3.7
GLOBAL,PWRBIOBRBXX,BIOBRBXX,1,2024,3.7
GLOBAL,PWRBIOBRBXX,BIOBRBXX,1,2025,3.7
GLOBAL,PWRBIOBRBXX,BIOBRBXX,1,2026,3.7
GLOBAL,PWRBIOBRBXX,BIOBRBXX,1,2027,3.7
GLOBAL,PWRBIOBRBXX,BIOBRBXX,1,2028,3.7
GLOBAL,PWRBIOBRBXX,BIOBRBXX,1,2029,3.7
GLOBAL,PWRBIOBRBXX,BIOBRBXX,1,2030,3.7
GLOBAL,PWRBIOBRBXX,BIOBRBXX,1,2031,3.7
GLOBAL,PWRBIOBRBXX,BIOBRBXX,1,2032,3.7
GLOBAL,PWRBIOBRBXX,BIOBRBXX,1,2033,3.7
GLOBAL,PWRBIOBRBXX,BIOBRBXX,1,2034,3.7
GLOBAL,PWRBIOBRBXX,BIOBRBXX,1,2035,3.7
GLOBAL,PWRBIOBRBXX,BIOBRBXX,1,2036,3.7
GLOBAL,PWRBIOBRBXX,BIOBRBXX,1,2037,3.7
GLOBAL,PWRBIOBRBXX,BIOBRBXX,1,2038,3.7
GLOBAL,PWRBIOBRBXX,BIOBRBXX,1,2039,3.7
GLOBAL,PWRBIOBRBXX,BIOBRBXX,1,2040,3.7
GLOBAL,PWRBIOBRBXX,BIOBRBXX,1,2041,3.7
GLOBAL,PWRBIOBRBXX,BIOBRBXX,1,2042,3.7
GLOBAL,PWRBIOBRBXX,BIOBRBXX,1,2043,3.7
GLOBAL,PWRBIOBRBXX,BIOBRBXX,1,2044,3.7
GLOBAL,PWRBIOBRBXX,BIOBRBXX,1,2045,3.7
GLOBAL,PWRBIOBRBXX,BIOBRBXX,1,2046,3.7
GLOBAL,PWRBIOBRBXX,BIOBRBXX,1,2047,3.7
GLOBAL,PWRBIOBRBXX,BIOBRBXX,1,2048,3.7
GLOBAL,PWRBIOBRBXX,BIOBRBXX,1,2049,3.7
GLOBAL,PWRBIOBRBXX,BIOBRBXX,1,2050,3.7
