REGION,TECHNOLOGY,YEAR,VALUE
GLOBAL,PWRBCKARGXX,2023,999999.0
GLOBAL,PWRBCKARGXX,2024,999999.0
GLOBAL,PWRBCKARGXX,2025,999999.0
GLOBAL,PWRBCKARGXX,2026,999999.0
GLOBAL,PWRBCKARGXX,2027,999999.0
GLOBAL,PWRBCKARGXX,2028,999999.0
GLOBAL,PWRBCKARGXX,2029,999999.0
GLOBAL,PWRBCKARGXX,2030,999999.0
GLOBAL,PWRBCKARGXX,2031,999999.0
GLOBAL,PWRBCKARGXX,2032,999999.0
GLOBAL,PWRBCKARGXX,2033,999999.0
GLOBAL,PWRBCKARGXX,2034,999999.0
GLOBAL,PWRBCKARGXX,2035,999999.0
GLOBAL,PWRBCKARGXX,2036,999999.0
GLOBAL,PWRBCKARGXX,2037,999999.0
GLOBAL,PWRBCKARGXX,2038,999999.0
GLOBAL,PWRBCKARGXX,2039,999999.0
GLOBAL,PWRBCKARGXX,2040,999999.0
GLOBAL,PWRBCKARGXX,2041,999999.0
GLOBAL,PWRBCKARGXX,2042,999999.0
GLOBAL,PWRBCKARGXX,2043,999999.0
GLOBAL,PWRBCKARGXX,2044,999999.0
GLOBAL,PWRBCKARGXX,2045,999999.0
GLOBAL,PWRBCKARGXX,2046,999999.0
GLOBAL,PWRBCKARGXX,2047,999999.0
GLOBAL,PWRBCKARGXX,2048,999999.0
GLOBAL,PWRBCKARGXX,2049,999999.0
GLOBAL,PWRBCKARGXX,2050,999999.0
GLOBAL,PWRBCKBOLXX,2023,999999.0
GLOBAL,PWRBCKBOLXX,2024,999999.0
GLOBAL,PWRBCKBOLXX,2025,999999.0
GLOBAL,PWRBCKBOLXX,2026,999999.0
GLOBAL,PWRBCKBOLXX,2027,999999.0
GLOBAL,PWRBCKBOLXX,2028,999999.0
GLOBAL,PWRBCKBOLXX,2029,999999.0
GLOBAL,PWRBCKBOLXX,2030,999999.0
GLOBAL,PWRBCKBOLXX,2031,999999.0
GLOBAL,PWRBCKBOLXX,2032,999999.0
GLOBAL,PWRBCKBOLXX,2033,999999.0
GLOBAL,PWRBCKBOLXX,2034,999999.0
GLOBAL,PWRBCKBOLXX,2035,999999.0
GLOBAL,PWRBCKBOLXX,2036,999999.0
